arquivo,caminho,tamanho,dimensao,arquivo_codigo,motivo_provavel,status_final
"skn12c.png","/public/images/produtos/valvulas-industriais-medicinais-e-especiais-tekno-valves/skn12c.png","130.40","545x459","src/data/catalogs/products/teknoValvesCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"rwh-033.png","/public/images/produtos/valvulas-industriais-medicinais-e-especiais-tekno-valves/rwh-033.png","113.57","379x660","src/data/catalogs/products/teknoValvesCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"rwh-03.png","/public/images/produtos/valvulas-industriais-medicinais-e-especiais-tekno-valves/rwh-03.png","120.81","266x458","src/data/catalogs/products/teknoValvesCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"rdp-03.png","/public/images/produtos/valvulas-industriais-medicinais-e-especiais-tekno-valves/rdp-03.png","144.99","348x645","src/data/catalogs/products/teknoValvesCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"mba-10.png","/public/images/produtos/valvulas-industriais-medicinais-e-especiais-tekno-valves/mba-10.png","200.89","861x290","src/data/catalogs/products/teknoValvesCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"kho10i-kvo10i.png","/public/images/produtos/valvulas-industriais-medicinais-e-especiais-tekno-valves/kho10i-kvo10i.png","245.55","600x458","src/data/catalogs/products/teknoValvesCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"kho10d.png","/public/images/produtos/valvulas-industriais-medicinais-e-especiais-tekno-valves/kho10d.png","242.75","600x459","src/data/catalogs/products/teknoValvesCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"iwn12.png","/public/images/produtos/valvulas-industriais-medicinais-e-especiais-tekno-valves/iwn12.png","187.24","408x612","src/data/catalogs/products/teknoValvesCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"irpv10io.png","/public/images/produtos/valvulas-industriais-medicinais-e-especiais-tekno-valves/irpv10io.png","201.47","410x610","src/data/catalogs/products/teknoValvesCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"iho06acetylenee.png","/public/images/produtos/valvulas-industriais-medicinais-e-especiais-tekno-valves/iho06acetylenee.png","149.60","385x650","src/data/catalogs/products/teknoValvesCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"iho06acetylene.png","/public/images/produtos/valvulas-industriais-medicinais-e-especiais-tekno-valves/iho06acetylene.png","128.00","283x458","src/data/catalogs/products/teknoValvesCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"iho06.png","/public/images/produtos/valvulas-industriais-medicinais-e-especiais-tekno-valves/iho06.png","221.35","546x458","src/data/catalogs/products/teknoValvesCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"hba-1002.png","/public/images/produtos/valvulas-industriais-medicinais-e-especiais-tekno-valves/hba-1002.png","95.10","283x445","src/data/catalogs/products/teknoValvesCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"hba-1001.png","/public/images/produtos/valvulas-industriais-medicinais-e-especiais-tekno-valves/hba-1001.png","106.17","282x445","src/data/catalogs/products/teknoValvesCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"hba-100.png","/public/images/produtos/valvulas-industriais-medicinais-e-especiais-tekno-valves/hba-100.png","100.22","280x441","src/data/catalogs/products/teknoValvesCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"hba-10.png","/public/images/produtos/valvulas-industriais-medicinais-e-especiais-tekno-valves/hba-10.png","94.29","292x441","src/data/catalogs/products/teknoValvesCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"fsg-077.png","/public/images/produtos/valvulas-industriais-medicinais-e-especiais-tekno-valves/fsg-077.png","112.50","554x451","src/data/catalogs/products/teknoValvesCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"fsg-07.png","/public/images/produtos/valvulas-industriais-medicinais-e-especiais-tekno-valves/fsg-07.png","118.00","468x534","src/data/catalogs/products/teknoValvesCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"cwh-10-dd.png","/public/images/produtos/valvulas-industriais-medicinais-e-especiais-tekno-valves/cwh-10-dd.png","121.42","293x458","src/data/catalogs/products/teknoValvesCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"cwh-10-d.png","/public/images/produtos/valvulas-industriais-medicinais-e-especiais-tekno-valves/cwh-10-d.png","108.94","309x458","src/data/catalogs/products/teknoValvesCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"cst-06.png","/public/images/produtos/valvulas-industriais-medicinais-e-especiais-tekno-valves/cst-06.png","124.64","408x612","src/data/catalogs/products/teknoValvesCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"cav-066.png","/public/images/produtos/valvulas-industriais-medicinais-e-especiais-tekno-valves/cav-066.png","100.86","264x458","src/data/catalogs/products/teknoValvesCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"cav-06.png","/public/images/produtos/valvulas-industriais-medicinais-e-especiais-tekno-valves/cav-06.png","107.11","270x457","src/data/catalogs/products/teknoValvesCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"bswn-12-d-300.png","/public/images/produtos/valvulas-industriais-medicinais-e-especiais-tekno-valves/bswn-12-d-300.png","90.22","451x554","src/data/catalogs/products/teknoValvesCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"bswn-12-d-30.png","/public/images/produtos/valvulas-industriais-medicinais-e-especiais-tekno-valves/bswn-12-d-30.png","115.38","354x706","src/data/catalogs/products/teknoValvesCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"bskn2d.png","/public/images/produtos/valvulas-industriais-medicinais-e-especiais-tekno-valves/bskn2d.png","189.26","538x465","src/data/catalogs/products/teknoValvesCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"bown12o-bown12nn.jpeg","/public/images/produtos/valvulas-industriais-medicinais-e-especiais-tekno-valves/bown12o-bown12nn.jpeg","30.16","312x498","src/data/catalogs/products/teknoValvesCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"bown12o-bown12n.png","/public/images/produtos/valvulas-industriais-medicinais-e-especiais-tekno-valves/bown12o-bown12n.png","187.79","408x612","src/data/catalogs/products/teknoValvesCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"bown12c.png","/public/images/produtos/valvulas-industriais-medicinais-e-especiais-tekno-valves/bown12c.png","121.54","229x435","src/data/catalogs/products/teknoValvesCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"bmv-09.png","/public/images/produtos/valvulas-industriais-medicinais-e-especiais-tekno-valves/bmv-09.png","394.00","1000x497","src/data/catalogs/products/teknoValvesCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"alv-100.png","/public/images/produtos/valvulas-industriais-medicinais-e-especiais-tekno-valves/alv-100.png","134.71","254x448","src/data/catalogs/products/teknoValvesCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"alv-10.png","/public/images/produtos/valvulas-industriais-medicinais-e-especiais-tekno-valves/alv-10.png","146.33","305x448","src/data/catalogs/products/teknoValvesCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"prod-transmissores-2.png","/public/images/produtos/transmissores-pressao/prod-transmissores-2.png","2208.00","1536x1024","src/pages/products/ProductDetail.tsx","B — Conteúdo oculto (Accordion/Tab/Modal) ou Lazy Load não acionado","MANTER"
"6250.png","/public/images/produtos/reguladores-hidraulicos/6250.png","172.46","530x492","src/data/catalogs/products/hydraulicCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"6020.png","/public/images/produtos/reguladores-hidraulicos/6020.png","55.18","315x380","src/data/catalogs/products/hydraulicCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"6016.png","/public/images/produtos/reguladores-hidraulicos/6016.png","55.87","336x397","src/data/catalogs/products/hydraulicCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"uhp-placeholder.png","/public/images/produtos/reguladores-especiais/uhp-placeholder.png","627.45","1024x713","src/data/catalogs/products/valvesCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"image9.png","/public/images/produtos/reguladores-calibracao/image9.png","7.17","175x133","src/data/catalogs/products/calibrationCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"image8.png","/public/images/produtos/reguladores-calibracao/image8.png","16.01","170x147","src/data/catalogs/products/calibrationCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"image7.png","/public/images/produtos/reguladores-calibracao/image7.png","22.88","340x295","src/data/catalogs/products/calibrationCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"image6.png","/public/images/produtos/reguladores-calibracao/image6.png","22.19","340x295","src/data/catalogs/products/calibrationCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"image5.png","/public/images/produtos/reguladores-calibracao/image5.png","10.66","170x147","src/data/catalogs/products/calibrationCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"image4.png","/public/images/produtos/reguladores-calibracao/image4.png","9.78","121x105","src/data/catalogs/products/calibrationCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"image25.png","/public/images/produtos/reguladores-calibracao/image25.png","19.41","170x147","src/data/catalogs/products/calibrationCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"image24.png","/public/images/produtos/reguladores-calibracao/image24.png","17.83","170x147","src/data/catalogs/products/calibrationCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"image23.png","/public/images/produtos/reguladores-calibracao/image23.png","18.78","187x162","src/data/catalogs/products/calibrationCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"image22.png","/public/images/produtos/reguladores-calibracao/image22.png","6.56","170x147","src/data/catalogs/products/calibrationCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"image20.png","/public/images/produtos/reguladores-calibracao/image20.png","7.10","121x105","src/data/catalogs/products/calibrationCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"image19.png","/public/images/produtos/reguladores-calibracao/image19.png","15.78","170x147","src/data/catalogs/products/calibrationCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"image18.png","/public/images/produtos/reguladores-calibracao/image18.png","12.67","158x137","src/data/catalogs/products/calibrationCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"image17.png","/public/images/produtos/reguladores-calibracao/image17.png","15.19","170x147","src/data/catalogs/products/calibrationCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"image16.png","/public/images/produtos/reguladores-calibracao/image16.png","6.04","249x216","src/data/catalogs/products/calibrationCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"image15.png","/public/images/produtos/reguladores-calibracao/image15.png","13.06","187x295","src/data/catalogs/products/calibrationCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"image14.png","/public/images/produtos/reguladores-calibracao/image14.png","40.72","351x266","src/data/catalogs/products/calibrationCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"image12.png","/public/images/produtos/reguladores-calibracao/image12.png","19.68","351x266","src/data/catalogs/products/calibrationCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"image11.png","/public/images/produtos/reguladores-calibracao/image11.png","44.05","354x384","src/data/catalogs/products/calibrationCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"image10.png","/public/images/produtos/reguladores-calibracao/image10.png","8.18","187x162","src/data/catalogs/products/calibrationCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"psa-control-panel.png","/public/images/produtos/geracao-de-oxigenio/psa-control-panel.png","829.75","1024x656","src/pages/products/ProductDetail.tsx","B — Conteúdo oculto (Accordion/Tab/Modal) ou Lazy Load não acionado","MANTER"
"prod-geracao-gases-3.jpg","/public/images/produtos/geracao-de-oxigenio/prod-geracao-gases-3.jpg","466.38","1024x1024","src/pages/products/ProductDetail.tsx","B — Conteúdo oculto (Accordion/Tab/Modal) ou Lazy Load não acionado","MANTER"
"prod-geracao-gases-1.jpg","/public/images/produtos/geracao-de-oxigenio/prod-geracao-gases-1.jpg","688.66","1024x1024","src/pages/products/ProductDetail.tsx","B — Conteúdo oculto (Accordion/Tab/Modal) ou Lazy Load não acionado","MANTER"
"cat-gastron-9.png","/public/images/produtos/detectores-de-vazamentos/cat-gastron-9.png","369.39","1100x720","src/data/catalogs/products/gastronCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"cat-gastron-8.png","/public/images/produtos/detectores-de-vazamentos/cat-gastron-8.png","363.35","1100x720","src/data/catalogs/products/gastronCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"cat-gastron-7.png","/public/images/produtos/detectores-de-vazamentos/cat-gastron-7.png","225.51","1100x720","src/data/catalogs/products/gastronCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"cat-gastron-6.png","/public/images/produtos/detectores-de-vazamentos/cat-gastron-6.png","411.77","1100x720","src/data/catalogs/products/gastronCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"cat-gastron-5.png","/public/images/produtos/detectores-de-vazamentos/cat-gastron-5.png","533.20","1100x720","src/data/catalogs/products/gastronCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"cat-gastron-4.png","/public/images/produtos/detectores-de-vazamentos/cat-gastron-4.png","427.66","1100x720","src/data/catalogs/products/gastronCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"cat-gastron-3.png","/public/images/produtos/detectores-de-vazamentos/cat-gastron-3.png","672.16","1100x720","src/data/catalogs/products/gastronCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"cat-gastron-2.png","/public/images/produtos/detectores-de-vazamentos/cat-gastron-2.png","739.22","1100x720","src/data/catalogs/products/gastronCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"cat-gastron-10.png","/public/images/produtos/detectores-de-vazamentos/cat-gastron-10.png","359.50","1100x720","src/data/catalogs/products/gastronCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"cat-gastron-1.png","/public/images/produtos/detectores-de-vazamentos/cat-gastron-1.png","498.39","1100x720","src/data/catalogs/products/gastronCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"prod-conexoes-5.png","/public/images/produtos/conexoes-instrumentacao/prod-conexoes-5.png","7532.87","2624x1626","src/pages/products/ProductDetail.tsx","B — Conteúdo oculto (Accordion/Tab/Modal) ou Lazy Load não acionado","MANTER"
"prod-conexoes-4.png","/public/images/produtos/conexoes-instrumentacao/prod-conexoes-4.png","8171.74","2624x1626","src/pages/products/ProductDetail.tsx","B — Conteúdo oculto (Accordion/Tab/Modal) ou Lazy Load não acionado","MANTER"
"prod-conexoes-3.png","/public/images/produtos/conexoes-instrumentacao/prod-conexoes-3.png","7363.62","2624x1626","src/pages/products/ProductDetail.tsx","B — Conteúdo oculto (Accordion/Tab/Modal) ou Lazy Load não acionado","MANTER"
"prod-conexoes-2.png","/public/images/produtos/conexoes-instrumentacao/prod-conexoes-2.png","7716.50","2386x1792","src/pages/products/ProductDetail.tsx","B — Conteúdo oculto (Accordion/Tab/Modal) ou Lazy Load não acionado","MANTER"
"cilindro-aluminio-novo-1.jpg","/public/images/produtos/cilindros-aluminio/cilindro-aluminio-novo-1.jpg","393.42","682x1024","src/pages/products/ProductDetail.tsx","B — Conteúdo oculto (Accordion/Tab/Modal) ou Lazy Load não acionado","MANTER"
"fiw-9-f110-manueller-ausloeser-a-779f3aea.jpg","/public/images/produtos/combate-incendio/fiw-9-f110-manueller-ausloeser-a-779f3aea.jpg","12.07","425x300","src/data/catalogs/products/fireSuppressionCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"fiw-8-f111-fiwaguard-magnetausloeser-6cbb2640.jpg","/public/images/produtos/combate-incendio/fiw-8-f111-fiwaguard-magnetausloeser-6cbb2640.jpg","11.03","425x300","src/data/catalogs/products/fireSuppressionCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"fiw-7-glasfassausloeser-9c9ae2e0.jpg","/public/images/produtos/combate-incendio/fiw-7-glasfassausloeser-9c9ae2e0.jpg","10.20","425x300","src/data/catalogs/products/fireSuppressionCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"fiw-6-fiwaguard-bereichsventil-be47998c.jpg","/public/images/produtos/combate-incendio/fiw-6-fiwaguard-bereichsventil-be47998c.jpg","9.47","425x300","src/data/catalogs/products/fireSuppressionCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"fiw-52-f0010000-d6050ff4.jpg","/public/images/produtos/combate-incendio/fiw-52-f0010000-d6050ff4.jpg","9.47","425x300","src/data/catalogs/products/fireSuppressionCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"fiw-51-3-98273e0d.jpg","/public/images/produtos/combate-incendio/fiw-51-3-98273e0d.jpg","11.40","425x300","src/data/catalogs/products/fireSuppressionCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"fiw-50-f009-1768f9e0.jpg","/public/images/produtos/combate-incendio/fiw-50-f009-1768f9e0.jpg","13.28","425x300","src/data/catalogs/products/fireSuppressionCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"fiw-5-f402-fiwaguard-ilp-ventile-21307d15.jpg","/public/images/produtos/combate-incendio/fiw-5-f402-fiwaguard-ilp-ventile-21307d15.jpg","11.33","425x300","src/data/catalogs/products/fireSuppressionCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"fiw-49-f0110001-c08178f8.jpg","/public/images/produtos/combate-incendio/fiw-49-f0110001-c08178f8.jpg","8.88","425x300","src/data/catalogs/products/fireSuppressionCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"fiw-48-fiw-0066-produkte-b15cm-eeff948e.jpg","/public/images/produtos/combate-incendio/fiw-48-fiw-0066-produkte-b15cm-eeff948e.jpg","10.29","425x300","src/data/catalogs/products/fireSuppressionCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"fiw-47-fiw-09-7720-220616-144-be30b90a.jpg","/public/images/produtos/combate-incendio/fiw-47-fiw-09-7720-220616-144-be30b90a.jpg","11.78","425x300","src/data/catalogs/products/fireSuppressionCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"fiw-46-fiw-0054-produkt-b15cm-5bd2fbad.jpg","/public/images/produtos/combate-incendio/fiw-46-fiw-0054-produkt-b15cm-5bd2fbad.jpg","7.93","425x300","src/data/catalogs/products/fireSuppressionCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"fiw-45-fiw-0071-produkt-b15cm-f62a3fb0.jpg","/public/images/produtos/combate-incendio/fiw-45-fiw-0071-produkt-b15cm-f62a3fb0.jpg","8.54","425x300","src/data/catalogs/products/fireSuppressionCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"fiw-44-1-f7d85485.jpg","/public/images/produtos/combate-incendio/fiw-44-1-f7d85485.jpg","8.28","425x300","src/data/catalogs/products/fireSuppressionCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"fiw-43-fiw-16-7773-220616-144-f1724ec1.jpg","/public/images/produtos/combate-incendio/fiw-43-fiw-16-7773-220616-144-f1724ec1.jpg","11.67","425x300","src/data/catalogs/products/fireSuppressionCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"fiw-42-f052-manometer-hochdruck-1b565ce2.jpg","/public/images/produtos/combate-incendio/fiw-42-f052-manometer-hochdruck-1b565ce2.jpg","13.14","425x300","src/data/catalogs/products/fireSuppressionCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"fiw-41-f053-kontaktmanometer-hochdruck-a92c109a.jpg","/public/images/produtos/combate-incendio/fiw-41-f053-kontaktmanometer-hochdruck-a92c109a.jpg","16.86","425x300","src/data/catalogs/products/fireSuppressionCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"fiw-40-fiw-10-7733-220616-144-6da21845.jpg","/public/images/produtos/combate-incendio/fiw-40-fiw-10-7733-220616-144-6da21845.jpg","10.97","425x300","src/data/catalogs/products/fireSuppressionCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"fiw-4-f420-fiwaguard-ilp-magnetventile-275aa25f.jpg","/public/images/produtos/combate-incendio/fiw-4-f420-fiwaguard-ilp-magnetventile-275aa25f.jpg","9.28","425x300","src/data/catalogs/products/fireSuppressionCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"fiw-39-fiw-08-7709-220616-144-06cf6022.jpg","/public/images/produtos/combate-incendio/fiw-39-fiw-08-7709-220616-144-06cf6022.jpg","10.48","425x300","src/data/catalogs/products/fireSuppressionCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"fiw-38-fiw-01-7640-220616-144-74780074.jpg","/public/images/produtos/combate-incendio/fiw-38-fiw-01-7640-220616-144-74780074.jpg","13.09","425x300","src/data/catalogs/products/fireSuppressionCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"fiw-37-f1120004-7a582622.jpg","/public/images/produtos/combate-incendio/fiw-37-f1120004-7a582622.jpg","11.62","425x300","src/data/catalogs/products/fireSuppressionCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"fiw-36-f1120005-93d87836.jpg","/public/images/produtos/combate-incendio/fiw-36-f1120005-93d87836.jpg","8.16","425x300","src/data/catalogs/products/fireSuppressionCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"fiw-35-f1120006-3e33a6c3.jpg","/public/images/produtos/combate-incendio/fiw-35-f1120006-3e33a6c3.jpg","9.15","425x300","src/data/catalogs/products/fireSuppressionCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
"fiw-34-2-111ed1f9.jpg","/public/images/produtos/combate-incendio/fiw-34-2-111ed1f9.jpg","8.04","425x300","src/data/catalogs/products/fireSuppressionCatalog.ts","E — Imagem de catálogo não chamada/renderizada dinamicamente nesta etapa","MANTER"
